자치구,설치위치,운영관리
서울특별시 동대문구,레프트커피(경희대로 20) 옥상,레프트커피
서울특별시 동대문구,빅히트스크린야구(이문로 82) 테라스,빅히트 스크린야구
서울특별시 동대문구,천호대로 307 (답십리동) 10층,건물관리자
서울특별시 동대문구,고미술로 100(답십리동) 옥상,건물관리자
서울특별시 동대문구,천호대로 329(답십리동) 1층,건물관리자
서울특별시 동대문구,한천로11길 6(답십리동) 옥상,건물관리자
서울특별시 동대문구,홍릉로 58(청량리동) 1층,건물관리자
서울특별시 동대문구,회기로 47(청량리동) 1층,건물관리자
서울특별시 동대문구,회기로 57(청량리동) 1층,건물관리자
서울특별시 동대문구,왕산로 61(용두동) 옥상,건물관리자
서울특별시 동대문구,왕산로 25(신설동) 옥상,건물관리자
서울특별시 동대문구,왕산로 25(신설동) 1층,건물관리자
서울특별시 동대문구,왕산로 21(신설동) 옥상,건물관리자
서울특별시 동대문구,왕산로 19(신설동) 옥상,건물관리자
서울특별시 동대문구,왕산로 15(신설동) 옥상,건물관리자
서울특별시 동대문구,왕산로 4(신설동) 테라스,건물관리자
서울특별시 동대문구,왕산로 117(제기동) 옥상,건물관리자
서울특별시 동대문구,왕산로 127(제기동) 옥상,건물관리자
서울특별시 동대문구,장한로 91(장안동) 1층,건물관리자
서울특별시 동대문구,한천로14길 87(장안동) 1층,건물관리자
서울특별시 동대문구,천호대로 151(용두동) 1층,건물관리자
서울특별시 동대문구,이문로 156(이문동) 옥상,건물관리자
서울특별시 동대문구,이문로 156(이문동) 1층,건물관리자
서울특별시 동대문구,이문로 199(이문동) 1층,건물관리자
서울특별시 동대문구,장한로 40(장안동) 옥상,건물관리자
서울특별시 동대문구,청계천로 447(신설동) 1층,건물관리자
서울특별시 동대문구,난계로28길 23(신설동) 3층,건물관리자
서울특별시 동대문구,난계로 250(신설동) 옥상,건물관리자
서울특별시 동대문구,난계로30길 27(신설동)옥상,건물관리자
서울특별시 동대문구,청계천로 439(신설동) 1층,건물관리자
서울특별시 동대문구,청계천로 447(신설동) 1층,건물관리자
서울특별시 동대문구,왕산로 4(신설동) 옥상,건물관리자
서울특별시 동대문구,천호대로 26(신설동) 옥상,건물관리자
서울특별시 동대문구,왕산로6(신설동) 옥상,건물관리자
서울특별시 동대문구,왕산로6(신설동) 1층,건물관리자
서울특별시 동대문구,답십리로 303(장안동) 옥상,건물관리자
서울특별시 동대문구,이문로 197(이문동) 1층,건물관리자
서울특별시 동대문구,답십리로 294(장안동) 2층,건물관리자
서울특별시 동대문구,답십리로92길 68(장안동) 1층,건물관리자
서울특별시 동대문구,회기로 123(회기동) 옥상,건물관리자
서울특별시 동대문구,사가정로 229(장안동) 1층,건물관리자
서울특별시 동대문구,한천로46길 2(장안동) 1층,건물관리자
서울특별시 동대문구,답십리로 29(답십리동) 3층,건물관리자
서울특별시 동대문구,답십리로 29(답십리동) 4층,건물관리자
서울특별시 동대문구,답십리로 29(답십리동) 5층,건물관리자
서울특별시 동대문구,회기로 66(청량리동) 1층,건물관리자
서울특별시 동대문구,한천로 272(휘경동) 1층,건물관리자
서울특별시 동대문구,답십리로64길 103(장안동) 1층,건물관리자
서울특별시 동대문구,장한로 47(장안동) 1층,건물관리자
서울특별시 동대문구,이문로 136(이문동) 1층,건물관리자
서울특별시 동대문구,망우로 60(휘경동) 옥상,건물관리자
서울특별시 동대문구,망우로12길 6(휘경동) 1층,건물관리자
서울특별시 동대문구,사가정로 272(장안동) 1층,건물관리자
서울특별시 동대문구,사가정로 203(전농동) 1층,건물관리자
서울특별시 동대문구,천호대로 395 2(장안동) 옥상,건물관리자
서울특별시 동대문구,천호대로 393(장안동) 옥상,건물관리자
서울특별시 동대문구,천호대로 381(장안동) 옥상,건물관리자
서울특별시 동대문구,천호대로 357(장안동) 1층,건물관리자
서울특별시 동대문구,청계천로 439(용두동) 1층,건물관리자
서울특별시 동대문구,왕산로 6(신설동) 1층,건물관리자
서울특별시 동대문구,왕산로 6(신설동) 옥상,건물관리자
서울특별시 동대문구,왕산로 4(신설동) 옥상,건물관리자
서울특별시 동대문구,황물로 60(답십리동) 옥상,건물관리자
서울특별시 동대문구,장한로10길 9(장안동) 1층,건물관리자
서울특별시 동대문구,장한로 120(장안동) 옥상,건물관리자
서울특별시 동대문구,한천로 77(답십리동) 테라스 2층,건물관리자
서울특별시 동대문구,한천로 77(답십리동) 테라스 4층,건물관리자
서울특별시 동대문구,한천로 77(답십리동) 테라스 5층,건물관리자
서울특별시 동대문구,한천로 77(답십리동) 테라스 6층,건물관리자
서울특별시 동대문구,장안벚꽃로 279(휘경동) 1층,건물관리자
서울특별시 동대문구,왕산로 71(용두동) 옥상,건물관리자
서울특별시 동대문구,장한로 22(장안동) 1층,건물관리자
서울특별시 동대문구,천호대로 433(장안동) 1층,건물관리자
서울특별시 동대문구,천호대로 437(장안동) 옥상,건물관리자
서울특별시 동대문구,천호대로 437(장안동) 옥상,건물관리자
서울특별시 동대문구,홍릉로 28(청량리동) 옥상,건물관리자
서울특별시 동대문구,천호대로 444 1(장안동) 옥상,건물관리자
서울특별시 동대문구,장한로2길 62(장안동) 1층,건물관리자
서울특별시 동대문구,회기로 37(청량리동) 1층,건물관리자
서울특별시 동대문구,왕산로 53(용두동) 1층,건물관리자
서울특별시 동대문구,동대문구청(천호대로 145) 1층,동대문구청
서울특별시 동대문구,동대문구청(천호대로 145) 5층,동대문구청
서울특별시 동대문구,동대문구민회관(장한로18길 82 9) 1층,건물관리자
서울특별시 동대문구,동대문소방서(장한로 34) 1층,건물관리자
서울특별시 동대문구,동대문우체국(천호대로 4) 1층,건물관리자
서울특별시 동대문구,서울명병원(고산자로 421) 옥상,서울명병원
서울특별시 동대문구,멘토스병원(한천로 49) 옥상,멘토스병원
서울특별시 동대문구,대한민국정형외과(장한로 200) 1층,대한민국정형외과
서울특별시 동대문구,경희의료원(경희대로 23) 1층,경희의료원
서울특별시 동대문구,브레인요양병원(장한로32길 7) 옥상,브레인요양병원
서울특별시 동대문구,참튼튼병원(답십리로 261) 옥상,참튼튼병원
서울특별시 동대문구,삼육서울병원(망우로 82) 1층,삼육서울병원
서울특별시 동대문구,동부시립병원(무학로 124) ,동부시립병원
서울특별시 동대문구,주식회사호텔케이피(회기로 188 5)1층,주식회사 호텔케이피
서울특별시 동대문구,CMS INN.SEOUL(회기로 188 12)옥상,CMS INN.SEOUL
서울특별시 동대문구,더리센츠호텔(천호대로 383) 1층,더리센츠호텔
서울특별시 동대문구,골든씨티호텔(천호대로 377)1층,골든씨티호텔
서울특별시 동대문구,한빛로 12(신설동) 1층,남예종콘서바토리학원
서울특별시 동대문구,래미안엘파인아파트한천로37길 33(답십리동) 1층,래미안엘파인아파트
서울특별시 동대문구,장한로 37(장안동) 1층,건물관리자
서울특별시 동대문구,"장한로2길 33, 2층",장안스피존
서울특별시 동대문구,"장한로2길 33, 3층",장안스피존
서울특별시 동대문구,"장한로2길 33, 4층",장안스피존
서울특별시 동대문구,"장한로2길 33, 5층",장안스피존
서울특별시 동대문구,"장한로2길 33, 5층",장안스피존
서울특별시 동대문구,왕산로 214 1층,롯데백화점
서울특별시 동대문구,왕산로 214 3층,롯데백화점
서울특별시 동대문구,왕산로 214 7층 옥상,롯데백화점
서울특별시 동대문구,천호대로 421 옥상,지혜병원
서울특별시 동대문구,장한로6 옥상,장안빌딩
서울특별시 동작구,노량진컵밥거리,보건기획과
서울특별시 강북구,"서울시 강북구 도봉로 242, 청사 뒤",한국전력
서울특별시 강북구,"서울시 강북구 삼각산로 089, 본관과 신관 사이",강북구의회
서울특별시 강북구,"서울시 강북구 오패산로 406, 정문 옆",강북경찰서
서울특별시 강북구,"서울시 강북구 한천로 913, 주차장 옆",서울북부도로사업소
서울특별시 강북구,"서울시 강북구 오현로 145, 주차장 옆",강북문화정보도서관
서울특별시 강북구,"서울시 강북구 덕릉로40길 74, 주차장 옆",강북전자공단
서울특별시 강북구,"서울시 강북구 도봉로 238, 본관 옆",SK텔레콤
서울특별시 강북구,"서울시 강북구 솔샘로 223, 건물 옥상",삼미통산
서울특별시 강북구,"서울시 강북구 도봉로 62, 건물 옥상",롯데백화점
서울특별시 강북구,"서울시 강북구 한천로 1289, 건물 뒤",미즐 카페 엠
서울틀별시 강서구,화곡로 302 강서구청 주차장 뒤편,강서구청
서울틀별시 강서구,우장산로 66 강서구민회관 1층,강서구시설관리공단
서울틀별시 강서구,공항대로 213 보타닉 파크타워 옥상,마곡보타닉파크타워
서울틀별시 강서구,마곡중앙8로 3길 79 옥상,FITI 시험연구원
서울틀별시 강서구,마곡중앙8로 1길 62 옥상,(주)라파스
서울틀별시 강서구,마곡중앙8로 3길 53 옥상,메인텍
서울틀별시 강서구,강서로 443 마곡대명투웨니퍼스트 옥상,마곡대명투웨니퍼스트
서울틀별시 강서구,강서로 449 벨리오 오피스텔 옥상,벨리오 오피스텔
서울틀별시 강서구,마곡서로 170 1층  후문,마곡시티 오피스텔
서울틀별시 강서구,마곡중앙5로 1길 25 1층 후문,마곡헤리움 시티2차
서울틀별시 강서구,마곡중앙 8로 1길 16 1층 2곳,웰스바이오㈜
서울틀별시 강서구,강서구 마곡중앙로 201 주차장 옆,롯데중앙연구소
서울틀별시 강서구,마곡중앙로 150 옥상,에스앤아이 강서(디엔오)
서울틀별시 강서구,양천로 251 마곡실내배드민턴장 1층 추자창 뒤편,강서구시설관리공단
서울틀별시 강서구,하늘길 233 골프연습장,영업주체(쇼골프)
서울틀별시 강서구,마곡중앙6로 65 지투프라자 3층,영업주체(엘피빠까페서울)
서울틀별시 강서구,마곡중앙6로 69 3층,영업주체(다옴)
서울틀별시 강서구,"하늘길 111, 김포공항화물청사 1층 옥외의 일부",영업주체(공항공사)
서울틀별시 강서구,"하늘길 38, 김포공항국제선 옥외의 일부",영업주체(공항공사)
서울틀별시 강서구,"하늘길 111, 김포공항국내선 옥외의 일부",영업주체(공항공사)
서울특별시 구로구,"서울특별시 구로구 경인로 430, 고척 돔구장",
서울특별시 구로구,"서울특별시 구로구 경인로 427, 구로성심병원",
서울특별시 구로구,"서울특별시 구로구 구로동로 148, 고대구로병원",
서울특별시 구로구,"서울특별시 구로구 디지털로 243, 지하이시티",
서울특별시 구로구,"서울특별시 구로구 디지털로 288, 대륭포스트타워 1차",
서울특별시 구로구,"서울특별시 구로구 디지털로 306, 대륭포스트타워 2차",
서울특별시 구로구,"서울특별시 구로구 디지털로34길 27, 대륭포스트타워 3차",
서울특별시 구로구,"서울특별시 구로구 디지털로32길 30, 코오롱싸이언스밸리 2차",
서울특별시 구로구,"서울특별시 구로구 디지털로33길 27, 삼성아이티밸리",
서울특별시 구로구,"서울특별시 구로구 디지털로34길 55, 코오롱싸이언스밸리 2차",
서울특별시 구로구,"서울특별시 구로구 디지털로33길 28, 우림이비지센터 1차",
서울특별시 구로구,"서울특별시 구로구 디지털로33길 55, 이엔씨벤쳐드림타워 2차",
서울특별시 구로구,"서울특별시 구로구 디지털로31길 19, 에이스테크노타워 2차",
서울특별시 구로구,"서울특별시 구로구 디지털로29길 38, 에이스테크노타워 3차",
서울특별시 구로구,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워 1차",
서울특별시 구로구,"서울특별시 구로구 디지털로32길 29, JNK 디지털타워",
서울특별시 구로구,"서울특별시 구로구 디지털로26길 123, 지플러스(G+)타워",
서울특별시 구로구,"서울특별시 구로구 새말로 97 북서쪽 철로변측 인도공간, 신도림테크노마트",
서울특별시 구로구,"서울특별시 구로구 새말로 117-21 신도림역 2번출구, 신도림역",
서울특별시 관악구,에이치플러스양지병원 옥상,양지병원
서울특별시 관악구,롯데백화점 관악점 건물뒷편,롯데백화점
서울특별시 관악구,관악구청 2층 테라스,서울특별시 관악구청
서울특별시 관악구,관악구청 9층 옥상,서울특별시 관악구청
서울특별시 관악구,관악구의회 6층 옥상,서울특별시 관악구청
서울특별시 관악구,관악구 보건소 6층 옥상,서울특별시 관악구청
서울특별시 관악구,싱글벙글센터 뒷편,서울특별시 관악구청
서울특별시 관악구,관악문화관도서관,관악문화관도서관
서울특별시 관악구,강남고려병원 주차장,강남고려병원
서울특별시 관악구,포도몰 옥상,포도몰관리단
서울특별시 관악구,krtc 옥상,krtc
서울특별시 관악구,르네상스쇼핑몰,르네상스쇼핑몰관리단
서울특별시 광진구,광진경찰서,
서울특별시 광진구,광진경찰서,
서울특별시 광진구,광진소방서,
서울특별시 광진구,광진소방서,
서울특별시 광진구,광진우편집중국,
서울특별시 광진구,광진우편집중국,
서울특별시 광진구,광진우편집중국,
서울특별시 광진구,광진우편집중국,
서울특별시 광진구,광진우편집중국,
서울특별시 광진구,광진우편집중국,
서울특별시 광진구,광진우편집중국,
서울특별시 광진구,광진우체국,
서울특별시 광진구,광진구청,
서울특별시 광진구,광진구청,
서울특별시 광진구,광진구청,
서울특별시 광진구,화양동 주민자치센터,
서울특별시 광진구,서울시 물연구원,
서울특별시 광진구,서울시 물연구원,
서울특별시 광진구,서울시 물연구원,
서울특별시 광진구,서울시 물연구원,
서울특별시 광진구,화양지구대,
서울특별시 광진구,광나루지구대,
서울특별시 광진구,능동119안전센터,
서울특별시 광진구,구의119안전센터,
서울특별시 광진구,구의120안전센터,
서울특별시 광진구,뚝섬 수난구조대,
서울특별시 광진구,아차산배수지체육공원,
서울특별시 광진구,보건복지행정타운,
서울특별시 광진구,세종대학교,
서울특별시 광진구,세종대학교,
서울특별시 광진구,세종대학교,
서울특별시 광진구,세종대학교,
서울특별시 광진구,세종대학교,
서울특별시 광진구,세종대학교,
서울특별시 광진구,세종대학교,
서울특별시 광진구,세종대학교,
서울특별시 광진구,건국대학교 행정관 뒤(사범대학방향 계단옆),
서울특별시 광진구,건국대학교 경영관 뒤,
서울특별시 광진구,건국대학교 예술문화관 뒤,
서울특별시 광진구,건국대학교 상허기념도서관 동측,
서울특별시 광진구,건국대학교 생명과학관 뒤,
서울특별시 광진구,건국대학교 법학관 앞,
서울특별시 광진구,건국대학교 산학협동관 주차장,
서울특별시 광진구,건국대학교 수의학관 주차장,
서울특별시 광진구,건국대학교 새천년관 지하2층 출입문 옆,
서울특별시 광진구,"건국대학교 건축관 앞, 18해봉부동산학과 뒤",
서울특별시 광진구,건국대학교 인문학관,
서울특별시 광진구,건국대학교 공학관 중앙정원,
서울특별시 광진구,"건국대학교, 공학관 C동 뒤",
서울특별시 광진구,건국대학교 신공학관 앞,
서울특별시 광진구,건국대학교 신공학관 앞,
서울특별시 광진구,건국대학교 과학관 북측,
서울특별시 광진구,건국대학교 쿨하우스 뒤,
서울특별시 광진구,건국대학교 황소상공원 앞(누렁),
서울특별시 광진구,건국대학교 황소상공원 앞(검정),
서울특별시 광진구,건국대학교 황소상공원 앞(검정),
서울특별시 광진구,건국대학교 황소상공원 앞(검정),
서울특별시 광진구,경희생생한방병원,
서울특별시 광진구,서울프라임병원,
서울특별시 광진구,국립정신건강센터,
서울특별시 광진구,세종대학교 대양홀,
서울특별시 광진구,유니버설아트센터,
서울특별시 광진구,건국대학교새천년관 대공연장,
서울특별시 광진구,세종대학교 학생회관 대공연장,
서울특별시 광진구,이마트 자양점,
서울특별시 광진구,롯데백화점 건대스타시티점,
서울특별시 광진구,커먼그라운드,
서울특별시 광진구,커먼그라운드,
서울특별시 광진구,커먼그라운드,
서울특별시 광진구,테크노마트21,
서울특별시 광진구,테크노마트22,
서울특별시 광진구,테크노마트23,
서울특별시 광진구,테크노마트24,
서울특별시 광진구,테크노마트25,
서울특별시 광진구,SK 네트웍스 (주) 워커힐,
서울특별시 광진구,SK 네트웍스 (주) 워커힐,
서울특별시 광진구,서울특별시 광진구 능동로 90,
서울특별시 광진구,호텔더디자이너스건대,
서울특별시 광진구,호텔컬리넌건대2,
서울특별시 광진구,호텔더디자이너스프리미어건대,
서울특별시 광진구,호텔더디자이너스프리미어건대,
서울특별시 광진구,매일온천탕,
서울특별시 광진구,실로암 목욕장,
서울특별시 광진구,실로암 목욕장,
서울특별시 광진구,프라임 노다지 사우나,
서울특별시 광진구,프라임 노다지 사우나,
서울특별시 광진구,한빛대중사우나,
서울특별시 광진구,칠산레져대중사우나,
서울특별시 광진구,강변스파랜드 24시 불가마,
서울특별시 광진구,강변스파랜드 25시 불가마,
서울특별시 광진구,명월관,
서울특별시 광진구,중일가든,
서울특별시 광진구,신선설농탕,
서울특별시 광진구,코마찌,
서울특별시 광진구,시골청년맥주,
서울특별시 광진구,올레,
서울특별시 광진구,콴차이,
서울특별시 광진구,백년회관서서갈비아차산점,
서울특별시 광진구,짬뽕지존 아차산점,
서울특별시 광진구,망향비빔국수,
서울특별시 광진구,삼일민물장어,
서울특별시 광진구,아차산할아버지손두부,
서울특별시 광진구,탐앤탐스블랙그레이트점 앤 와인탐탐,
서울특별시 광진구,꽃빙,
서울특별시 광진구,태평양수산회세꼬시,
서울특별시 광진구,돌체,
서울특별시 광진구,투썸플레이스 군자역점,
서울특별시 광진구,명륜진사갈비아차산역점,
서울특별시 광진구,신양,
서울특별시 광진구,고기원칙구의역점,
서울특별시 광진구,돈돈구이 이층집,
서울특별시 광진구,카페오로시,
서울특별시 광진구,송림식당,
서울특별시 광진구,다트프린스건대점,
서울특별시 광진구,더이퀼리브리엄커피,
서울특별시 광진구,이디야,
서울특별시 광진구,탐앤탐스탐스커버리건대점,
서울특별시 광진구,다원,
서울특별시 광진구,제주탐하리,
서울특별시 광진구,기찬아구찜,
서울특별시 광진구,명륜진사갈비중곡점,
서울특별시 광진구,마당족발,
서울특별시 광진구,카페온더플랜건대점,
서울특별시 광진구,허니룸 건대,
서울특별시 광진구,꿈꾸다917,
서울특별시 광진구,커피마켓,
서울특별시 광진구,카페베네건대2호점,
서울특별시 광진구,탐앤탐스(건대),
서울특별시 광진구,탐앤탐스 광진화양점,
서울특별시 광진구,새로난당구장,
서울특별시 광진구,블루오션당구장(16대),
서울특별시 광진구,VIP당구장,
서울특별시 광진구,마이큐당구장,
서울특별시 광진구,킹 당구장,
서울특별시 광진구,플라밍고당구장,
서울특별시 광진구,큐당구장,
서울특별시 광진구,스포츠 당구장,
서울특별시 광진구,공원당구장,
서울특별시 광진구,삼진스트라이크존 (야구종목),
서울특별시 광진구,SG  스크린 골프존,
서울특별시 광진구,세종스크린골프,
서울특별시 광진구,양지당구장,
서울특별시 광진구,퓨전당구장,
서울특별시 광진구,보스당구장,
서울특별시 광진구,로얄당구장,
서울특별시 광진구,한큐당구장,
서울특별시 광진구,우리당구장,
서울특별시 광진구,공원스크린골프,
서울특별시 광진구,NK 골프클럽,
서울특별시 광진구,준당구장,
서울특별시 광진구,제우스 당구장,
서울특별시 광진구,누비 포켓 클럽,
서울특별시 광진구,용마당구장,
서울특별시 광진구,브라보 캐롬클럽 군자,
서울특별시 광진구,스마일 당구장,
서울특별시 광진구,이글스크린골프,
서울특별시 광진구,제이디 골프 연습장,
서울특별시 광진구,중곡당구장,
서울특별시 광진구,드림당구장,
서울특별시 광진구,중곡스크린골프,
서울특별시 광진구,신성 스크린 골프,
서울특별시 광진구,세븐당구클럽(7대),
서울특별시 광진구,오렌지 당구장,
서울특별시 광진구,핑당구클럽,
서울특별시 광진구,비바체 당구장,
서울특별시 광진구,에이스 당구클럽,
서울특별시 광진구,싱글골프연습장,
서울특별시 광진구,SBS당구장,
서울특별시 광진구,프로 당구장,
서울특별시 광진구,그린 당구장,
서울특별시 광진구,은 당구클럽,
서울특별시 광진구,광나루 당구장,
서울특별시 광진구,OK스크린골프,
서울특별시 광진구,히트당구장,
서울특별시 광진구,우리 당구장,
서울특별시 광진구,스포츠 당구장,
서울특별시 광진구,공감 당구장,
서울특별시 광진구,미소당구장,
서울특별시 광진구,닉스당구장,
서울특별시 광진구,별당구클럽,
서울특별시 광진구,조이클럽,
서울특별시 광진구,자양CAROM,
서울특별시 광진구,행운 당구장,
서울특별시 광진구,웰플러스 짐 골프연습장,
서울특별시 광진구,웰플러스,
서울특별시 광진구,신성당구클럽,
서울특별시 광진구,허리우드(8대),
서울특별시 광진구,글로벌 당구장,
서울특별시 광진구,마스터스골프클럽(19타석),
서울특별시 광진구,코알라당구장,
서울특별시 광진구,건대 포켓볼 락큐,
서울특별시 광진구,이큐당구클럽,
서울특별시 광진구,석고당구장,
서울특별시 광진구,서광당구장,
서울특별시 광진구,한성 당구장,
서울특별시 광진구,아리랑 당구장,
서울특별시 광진구,라운지당구장,
서울특별시 광진구,제다이 당구장,
서울특별시 광진구,아담당구장,
서울특별시 광진구,킹콩당구장,
서울특별시 광진구,썬 당구장,
서울특별시 광진구,에이스 당구클럽,
서울특별시 광진구,도깨비 당구장,
서울특별시 광진구,킹스 빌리어즈 클럽,
서울특별시 광진구,프로당구클럽,
서울특별시 광진구,뉴메트로골프,
서울특별시 광진구,아차산스크린(스크린 5타석),
서울특별시 광진구,프라임당구클럽,
서울특별시 광진구,Y·N 스크린골프클럽,
서울특별시 광진구,골프앤,
서울특별시 광진구,쉐르빌골프존,
서울특별시 광진구,테크노당구장,
서울특별시 광진구,로얄당구장,
서울특별시 광진구,플러스 당구 클럽,
서울특별시 광진구,Carom Cafe,
서울특별시 광진구,일번지 당구장,
서울특별시 광진구,강변 당구장,
서울특별시 광진구,나인 당구장,
서울특별시 광진구,필 빌리어드 클럽,
서울특별시 광진구,현 당구클럽,
서울특별시 광진구,퀸당구장,
서울특별시 광진구,에코스PC방 구의점,
서울특별시 광진구,아이넷 폴리스,
서울특별시 광진구,엔탑피시방,
서울특별시 광진구,PC슬롯게임장,
서울특별시 광진구,TEN PC,
서울특별시 광진구,제로백PC 아차산역점,
서울특별시 광진구,쓰리팝PC방,
서울특별시 광진구,사이버리아 PC,
서울특별시 광진구,리그 PC 카페,
서울특별시 광진구,엔탑 PC방,
서울특별시 광진구,블랙PC,
서울특별시 광진구,맥스피드PC 구의본점,
서울특별시 광진구,엔탑 PC방,
서울특별시 광진구,인터월드PC방,
서울특별시 광진구,엔탑PC방,
서울특별시 광진구,군자역 리그 PC,
서울특별시 광진구,맵스 PC방,
서울특별시 광진구,제닉스 아레나 PC,
서울특별시 광진구,비원PC,
서울특별시 광진구,피에스타PC방,
서울특별시 광진구,쓰리팝PC방,
서울특별시 광진구,피씨앤쿡,
서울특별시 광진구,제우스PC,
서울특별시 광진구,5번 출구 피씨방,
서울특별시 광진구,PC 마루,
서울특별시 광진구,루미너스PC방,
서울특별시 광진구,세븐PC,
서울특별시 광진구,나인 PC방,
서울특별시 광진구,쇼타임 PC방 (중곡점),
서울특별시 광진구,아센,
서울특별시 광진구,티라미수,
서울특별시 광진구,고릴라 세븐PC방 중곡점,
서울특별시 광진구,아레나피씨,
서울특별시 광진구,1%PC아레나,
서울특별시 광진구,오지구지리는PC방,
서울특별시 광진구,비원 PC방,
서울특별시 광진구,G PRO PC&CAFE,
서울특별시 광진구,비원 건대2호점,
서울특별시 광진구,비원,
서울특별시 광진구,넥스트PC카페,
서울특별시 광진구,e-sports center 건대점,
서울특별시 광진구,제노 PC ZONE,
서울특별시 광진구,포포PC방 건대점,
서울특별시 광진구,놀숲 건대점,
서울특별시 광진구,만화카페 라이브러리,
서울특별시 광진구,동서울터미널 앞 전면보도,
서울특별시 광진구,아차산배수지공원,
서울특별시 중구,을지로입구역 8번출구,한국일보 롯데백화점
서울특별시 중구,하나은행본점 측면부,한국일보
서울특별시 중구,하나카드본사 측면부,한국일보
서울특별시 중구,장교빌딩 전면부,한국일보
서울특별시 중구,두산타워 전면부,한국일보
서울특별시 중구,서울역 8번 출구,한국일보
서울특별시 중랑구,서울특별시 중랑구 봉화산로 179(신내동),지방자치단체 청사
서울특별시 중랑구,서울특별시 중랑구 동일로 619(면목동),면목5동
서울특별시 중랑구,서울특별시 중랑구 신내로 156,서울의료원
서울특별시 중랑구,서울특별시 중랑구 사가정로49길 53,녹색병원
서울특별시 중랑구,서울특별시 중랑구 망우로 418,서울정형외과
서울특별시 중랑구,서울특별시 중랑구 망우로 403,위너스병원
서울특별시 중랑구,서울특별시 중랑구 망우로 182(상봉동),서울시체육회
서울특별시 중랑구,서울특별시 중랑구 동일로 862,한국전력
서울특별시 중랑구,서울특별시 중랑구 중랑천로 71,서울우유
서울특별시 중랑구,서울특별시 중랑구 망우로 418,삼부빌딩
서울특별시 중랑구,서울특별시 중랑구 면목로 470,대상빌딩
서울특별시 중랑구,서울특별시 중랑구 용마산로90길 28,서일대
서울특별시 중랑구,서울특별시 중랑구 망우로 353,이노씨티
서울특별시 중랑구,서울특별시 중랑구 망우로 399,하이마트
서울특별시 중랑구,서울특별시 중랑구  면목동 359-15번지 지하1층 ,사이버캡틴PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 176-11번지 1층 ,푸른공간
서울특별시 중랑구,서울특별시 중랑구  중화동 316-1번지 지하1층 ,매직엔PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 665-3번지 ,i7 PC방
서울특별시 중랑구,서울특별시 중랑구  상봉동 115-20번지 ,스타포스PC방
서울특별시 중랑구,서울특별시 중랑구  망우동 147-21번지 지상2층 ,집피씨클럽
서울특별시 중랑구,서울특별시 중랑구  중화동 314-1번지 지하1층 ,메트로PC방
서울특별시 중랑구,서울특별시 중랑구  망우동 487-17번지 지하1층 ,하이넷PC
서울특별시 중랑구,서울특별시 중랑구  묵동 244-140번지 지상3층 ,스피드넷PC방
서울특별시 중랑구,서울특별시 중랑구  신내동 454-4번지 지상3층 ,누리터PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 399-36번지 지상2층 ,WAAPC방
서울특별시 중랑구,서울특별시 중랑구  면목동 458-76번지 지상3층 ,제우스 PC방
서울특별시 중랑구,"서울특별시 중랑구  면목동 103-5번지 지상2,3층 ",일프로PC방
서울특별시 중랑구,서울특별시 중랑구  중화동 311-10번지 지하1층 ,푸른공간
서울특별시 중랑구,서울특별시 중랑구  상봉동 88-95번지 ,레드죤피시방
서울특별시 중랑구,서울특별시 중랑구  상봉동 113-4번지 지하1층 ,사이버스페이스
서울특별시 중랑구,서울특별시 중랑구  중화동 307-63번지 지상3층 ,망고 PC방
서울특별시 중랑구,서울특별시 중랑구  신내동 587-4번지 지상3층 ,윈 플러스PC방
서울특별시 중랑구,서울특별시 중랑구  중화동 311-7번지 ,스마트PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 103-6번지 ,블랙PC
서울특별시 중랑구,서울특별시 중랑구  망우동 572번지 용마프라자 지하001호,오즈아레나
서울특별시 중랑구,서울특별시 중랑구  면목동 661-4번지 지하1층 ,아이세븐PC(i7 PC)
서울특별시 중랑구,"서울특별시 중랑구  상봉동 496 우정 상가동 비01,비02,비03,비04,비05,비06 ",본PC방
서울특별시 중랑구,서울특별시 중랑구  신내동 494-5번지 지하1층 ,행운PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 102-2번지 지상2층 ,조은PC방
서울특별시 중랑구,서울특별시 중랑구  묵동 170-27번지 월등스카이뷰아파트 비101 ,스마트PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 497-7번지 2층 ,오즈PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 118-1번지 2층 ,WAA PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 578-28번지 외 2필지 지상2층 ,레드PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 653-1번지 3층 ,PC & 달인
서울특별시 중랑구,"서울특별시 중랑구  망우동 479 한일써너스빌리젠시1단지 S1215, S1216 지상2층 ",아이센스PC방 망우점
서울특별시 중랑구,서울특별시 중랑구  상봉동 122번지 2층 ,페타PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 103-6번지 2층 ,제우스PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 117-17번지 2층 ,PC데이(DAY)
